UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;Dangerousness;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;ProductionYear;IsTransporter;IsPlane;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_TPZ_Fuchs_CMD_RFA";"Unit_TPZ_Fuchs_CMD_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;90.0;;0.5;33.75;69.75;3.0;300;800.0;;80;20;0.26;8.0;0;0;0;1;2;;;"tank_D";"['hq']";"Logistic";110;0;"Descriptor_Unit_Iltis_RFA";;"Descriptor_OrderAvailability_TPZ_Fuchs_CMD_RFA";"WeaponDescriptor_TPZ_Fuchs_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_TPZ_Fuchs_MILAN_RFA";"Unit_TPZ_Fuchs_MILAN_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;20.0;;90.0;;0.5;33.75;69.75;3.0;300;800.0;;40;10;0.13;15.0;0;1;0;1;1;;;"tank_A";"['transport']";"Tanks";30;0;"Descriptor_Unit_TPZ_Fuchs_1_RFA";;"Descriptor_OrderAvailability_TPZ_Fuchs_MILAN_RFA";"WeaponDescriptor_TPZ_Fuchs_MILAN_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_TPZ_Fuchs_RASIT_RFA";"Unit_TPZ_Fuchs_RASIT_RFA";"Allied";"RFA";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;90.0;;0.5;33.75;69.75;3.0;300;800.0;;220;40;0.73;3.0;0;1;0;1;1;;;"tank_C";"['reco']";"Recons";50;0;"Descriptor_Unit_Luchs_A1_RFA";;"Descriptor_OrderAvailability_TPZ_Fuchs_RASIT_RFA";;3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Tunguska_2K22_SOV";"Unit_Tunguska_2K22_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;119.92000000000002;;54.0;;0.8333333333333333;22.5;45.0;7.0;500;500.0;;60;250;0.2;10.0;1989;0;0;1;5;;;"tank_A";"['AA']";"AT";240;0;"Descriptor_Unit_ZSU_23_Shilka_SOV";;"Descriptor_OrderAvailability_Tunguska_2K22_SOV";"WeaponDescriptor_Tunguska_2K22_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Tuto_MotRifles_SOV";"Unit_Tuto_MotRifles_SOV";"Axis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;16.990000000000002;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";40;0;;;"Descriptor_OrderAvailability_Tuto_MotRifles_SOV";"WeaponDescriptor_Tuto_MotRifles_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Tuto_Rifles_US";"Unit_Tuto_Rifles_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;86.99;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;5;5;;;"tank_A";"['infantry']";"Infantry";70;0;;;"Descriptor_OrderAvailability_Tuto_Rifles_US";"WeaponDescriptor_Tuto_Rifles_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_UAZ_469_AGL_SOV";"Unit_UAZ_469_AGL_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;5.0;;63.0;;1.1428571428571428;33.75;69.75;4.0;80;750.0;;80;40;0.26;8.0;1987;0;0;1;2;;;"tank_D";"['appui']";"Infantry";20;0;;;"Descriptor_OrderAvailability_UAZ_469_AGL_SOV";"WeaponDescriptor_UAZ_469_AGL_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_UAZ_469_SOV";"Unit_UAZ_469_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;63.0;;1.1428571428571428;33.75;69.75;4.0;80;750.0;;40;10;0.13;15.0;1964;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;;;"Descriptor_OrderAvailability_UAZ_469_SOV";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_UAZ_469_SPG9_DDR";"Unit_UAZ_469_SPG9_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;14.0;;63.0;;1.1428571428571428;33.75;69.75;4.0;80;750.0;;80;40;0.26;8.0;1987;0;0;1;2;;;"tank_D";"['appui']";"Infantry";30;0;;;"Descriptor_OrderAvailability_UAZ_469_SPG9_DDR";"WeaponDescriptor_UAZ_469_SPG9_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_UAZ_469_trans_DDR";"Unit_UAZ_469_trans_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;63.0;;1.1428571428571428;33.75;69.75;4.0;80;750.0;;40;10;0.13;15.0;1964;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;;;"Descriptor_OrderAvailability_UAZ_469_trans_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Unimog_S_404_RFA";"Unit_Unimog_S_404_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;45.0;;2.0;18.0;45.0;8.0;;;;40;10;0.13;15.0;1982;0;0;1;1;;;"tank_D";"['supply']";"Logistic";15;1;;500.0;"Descriptor_OrderAvailability_Unimog_S_404_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Unimog_trans_RFA";"Unit_Unimog_trans_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;45.0;;2.0;18.0;45.0;8.0;300;800.0;;40;10;0.13;15.0;1982;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;;;"Descriptor_OrderAvailability_Unimog_trans_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Ural_4320_SOV";"Unit_Ural_4320_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;63.0;;1.1428571428571428;33.75;69.75;4.0;;;;40;10;0.13;15.0;1982;0;0;1;1;;;"tank_B";"['supply']";"Logistic";40;1;"Descriptor_Unit_MTLB_supply_SOV";1000.0;"Descriptor_OrderAvailability_Ural_4320_SOV";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_VAB_RASIT_FR";"Unit_VAB_RASIT_FR";"Allied";"FR";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;90.0;;0.5;33.75;69.75;3.0;300;800.0;;220;40;0.73;3.0;0;1;0;1;1;;;"tank_C";"['reco']";"Recons";50;0;;;"Descriptor_OrderAvailability_VAB_RASIT_FR";;3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_W50_LA_A_DDR";"Unit_W50_LA_A_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;45.0;;2.0;18.0;45.0;8.0;300;800.0;;40;10;0.13;15.0;1982;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;;;"Descriptor_OrderAvailability_W50_LA_A_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Wachregiment_CMD_DDR";"Unit_Wachregiment_CMD_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;13.02;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;0;0;0;3;3;;;"tank_C";"['hq']";"Infantry";135;0;;;"Descriptor_OrderAvailability_Wachregiment_CMD_DDR";"WeaponDescriptor_Wachregiment_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Wachregiment_DDR";"Unit_Wachregiment_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;27.35;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;0;0;0;4;4;;;"tank_B";"['infantry']";"Infantry";55;0;"Descriptor_Unit_Wachregiment_SMG_DDR";;"Descriptor_OrderAvailability_Wachregiment_DDR";"WeaponDescriptor_Wachregiment_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Wachregiment_SMG_DDR";"Unit_Wachregiment_SMG_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;17.0;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;0;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";35;0;"Descriptor_Unit_Wachregiment_CMD_DDR";;"Descriptor_OrderAvailability_Wachregiment_SMG_DDR";"WeaponDescriptor_Wachregiment_SMG_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Wiesel_20mm_RFA";"Unit_Wiesel_20mm_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;19.65;;58.5;;0.6923076923076923;22.5;45.0;7.0;500;500.0;;60;20;0.2;10.0;0;1;0;1;1;;;"tank_C";"['ifv']";"Tanks";25;0;;;"Descriptor_OrderAvailability_Wiesel_20mm_RFA";"WeaponDescriptor_Wiesel_20mm_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Wiesel_RFA";"Unit_Wiesel_RFA";"Allied";"RFA";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;72.0;;0.375;22.5;69.75;5.0;360;480.0;;170;40;0.56;4.0;1987;0;0;1;1;;;"tank_D";"['reco']";"Recons";30;0;;;"Descriptor_OrderAvailability_Wiesel_RFA";"WeaponDescriptor_Wiesel_RFA";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Wiesel_TOW_RFA";"Unit_Wiesel_TOW_RFA";"Allied";"RFA";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;70.0;;72.0;;0.375;22.5;69.75;5.0;360;480.0;;80;40;0.26;8.0;1989;0;0;1;1;;;"tank_B";"['AT']";"Tanks";140;0;;;"Descriptor_OrderAvailability_Wiesel_TOW_RFA";"WeaponDescriptor_Wiesel_TOW_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ZSU_23_Shilka_DDR";"Unit_ZSU_23_Shilka_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;35.63;;45.0;;1.2000000000000002;18.0;45.0;8.0;500;400.0;;60;250;0.2;10.0;1989;0;0;1;4;;;"tank_B";"['AA']";"AT";75;0;;;"Descriptor_OrderAvailability_ZSU_23_Shilka_DDR";"WeaponDescriptor_ZSU_23_Shilka_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ZSU_23_Shilka_SOV";"Unit_ZSU_23_Shilka_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;53.44;;45.0;;1.2000000000000002;18.0;45.0;8.0;500;400.0;;60;250;0.2;10.0;1989;0;0;1;4;;;"tank_B";"['AA']";"AT";110;0;;;"Descriptor_OrderAvailability_ZSU_23_Shilka_SOV";"WeaponDescriptor_ZSU_23_Shilka_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_AH1F_ATAS_US";"Unit_AH1F_ATAS_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;55.43000000000001;;252.0;;;36.0;36.0;2;1000;500.0;;60;120;0.2;10.0;1983;0;0;25;25;;;"tank_A";"['AA']";"AT";125;0;"Descriptor_Unit_OH58_CS_US";;"Descriptor_OrderAvailability_AH1F_ATAS_US";"WeaponDescriptor_AH1F_ATAS_US";;;;;;;;;;;;;45.0;110;130;89;3.5;140
"Descriptor_Unit_AH1F_Cobra_US";"Unit_AH1F_Cobra_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;46.91;;252.0;;;36.0;36.0;2;1000;500.0;;80;40;0.26;8.0;1983;0;0;13;13;;;"tank_C";"['AT']";"Helis";125;0;"Descriptor_Unit_AH1S_Cobra_US";;"Descriptor_OrderAvailability_AH1F_Cobra_US";"WeaponDescriptor_AH1F_Cobra_US";;;;;;;;;;;;;45.0;110;130;89;3.5;140
"Descriptor_Unit_AH1F_HeavyHog_US";"Unit_AH1F_HeavyHog_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;30.18;;252.0;;;36.0;36.0;2;1000;500.0;;80;40;0.26;8.0;1983;0;0;13;13;;;"tank_C";"['appui']";"Helis";110;0;;;"Descriptor_OrderAvailability_AH1F_HeavyHog_US";"WeaponDescriptor_AH1F_HeavyHog_US";;;;;;;;;;;;;45.0;110;130;89;3.5;140
"Descriptor_Unit_AH1S_Cobra_US";"Unit_AH1S_Cobra_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;18.76;;252.0;;;36.0;36.0;2;1000;500.0;;80;40;0.26;8.0;1983;0;0;13;13;;;"tank_C";"['appui']";"Helis";110;0;;;"Descriptor_OrderAvailability_AH1S_Cobra_US";"WeaponDescriptor_AH1S_Cobra_US";;;;;;;;;;;;;45.0;110;130;89;3.5;140
"Descriptor_Unit_AH64_Apache_US";"Unit_AH64_Apache_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;125.92999999999999;;252.0;;;27.0;27.0;2;1000;500.0;;80;40;0.26;8.0;1983;0;0;19;19;;;"tank_B";"['AT']";"Helis";265;0;"Descriptor_Unit_AH64_Apache_emp2_US";;"Descriptor_OrderAvailability_AH64_Apache_US";"WeaponDescriptor_AH64_Apache_US";;;;;;;;;;;;;67.5;100;100;89;3.0;168
"Descriptor_Unit_AH64_Apache_emp1_US";"Unit_AH64_Apache_emp1_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;164.55;;252.0;;;27.0;27.0;2;1000;500.0;;80;40;0.26;8.0;1983;0;0;25;25;;;"tank_A";"['AT']";"Helis";330;0;"Descriptor_Unit_AH64_Apache_US";;"Descriptor_OrderAvailability_AH64_Apache_emp1_US";"WeaponDescriptor_AH64_Apache_emp1_US";;;;;;;;;;;;;67.5;100;100;89;3.0;168
"Descriptor_Unit_AH64_Apache_emp2_US";"Unit_AH64_Apache_emp2_US";"Allied";"US";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;39.31;;252.0;;;27.0;27.0;2;1000;500.0;;80;40;0.26;8.0;1983;0;0;13;13;;;"tank_C";"['appui']";"Helis";120;0;;;"Descriptor_OrderAvailability_AH64_Apache_emp2_US";"WeaponDescriptor_AH64_Apache_emp2_US";;;;;;;;;;;;;67.5;100;100;89;3.0;168
"Descriptor_Unit_Alouette_II_CMD_RFA";"Unit_Alouette_II_CMD_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;;;180.0;;;18.0;18.0;5;800;300.0;;80;120;0.26;8.0;1983;0;0;13;13;;;"tank_C";"['hq']";"Logistic";100;0;;;"Descriptor_OrderAvailability_Alouette_II_CMD_RFA";;;;;;;;;;;;;;36.0;60;80;89;2.2;153
"Descriptor_Unit_Alouette_II_reco_RFA";"Unit_Alouette_II_reco_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;;;180.0;;;18.0;18.0;5;800;300.0;;170;120;0.56;4.0;1983;0;0;2;2;;;"tank_D";"['hel_reco']";"Recons";60;0;;;"Descriptor_OrderAvailability_Alouette_II_reco_RFA";;3533.5689045936397;;;;;;;;;;;;36.0;60;80;89;2.2;153
"Descriptor_Unit_Bo_105_CMD_RFA";"Unit_Bo_105_CMD_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;;;216.0;;;36.0;36.0;2;250;550.0;;80;120;0.26;8.0;1983;0;0;13;13;;;"tank_C";"['hq']";"Logistic";100;0;"Descriptor_Unit_Alouette_II_CMD_RFA";;"Descriptor_OrderAvailability_Bo_105_CMD_RFA";;;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Bo_105_PAH_1A1_RFA";"Unit_Bo_105_PAH_1A1_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;36.0;;216.0;;;36.0;36.0;2;250;550.0;;80;40;0.26;8.0;1983;0;0;7;7;;;"tank_D";"['AT']";"Helis";75;0;"Descriptor_Unit_Bo_105_PAH_1_RFA";;"Descriptor_OrderAvailability_Bo_105_PAH_1A1_RFA";"WeaponDescriptor_Bo_105_PAH_1A1_RFA";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Bo_105_PAH_1_RFA";"Unit_Bo_105_PAH_1_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;24.0;;216.0;;;36.0;36.0;2;250;550.0;;80;40;0.26;8.0;1983;0;0;7;7;;;"tank_D";"['AT']";"Helis";65;0;;;"Descriptor_OrderAvailability_Bo_105_PAH_1_RFA";"WeaponDescriptor_Bo_105_PAH_1_RFA";;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Bo_105_reco_RFA";"Unit_Bo_105_reco_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;;;216.0;;;36.0;36.0;2;250;550.0;;170;120;0.56;4.0;1983;0;0;2;2;;;"tank_D";"['hel_reco']";"Recons";60;0;"Descriptor_Unit_Alouette_II_reco_RFA";;"Descriptor_OrderAvailability_Bo_105_reco_RFA";;3533.5689045936397;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_Bo_105_trans_RFA";"Unit_Bo_105_trans_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";5.0;0.0;;;216.0;;;36.0;36.0;2;250;550.0;;60;40;0.2;10.0;1983;1;0;1;1;;;"tank_D";"['transport']";"Helis";50;0;;;"Descriptor_OrderAvailability_Bo_105_trans_RFA";;;;;;;;;;;;;;36.0;110;130;89;2.5;90
"Descriptor_Unit_CH53G_RFA";"Unit_CH53G_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";12.0;0.0;;;270.0;;;18.0;18.0;5;;;;40;10;0.13;15.0;1983;0;0;1;1;;;"tank_B";"['supply']";"Logistic";105;0;"Descriptor_Unit_UH1D_Supply_RFA";2000.0;"Descriptor_OrderAvailability_CH53G_RFA";;;;;;;;;;;;;;36.0;100;100;70;2.0;380
"Descriptor_Unit_CH53G_trans_RFA";"Unit_CH53G_trans_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";12.0;0.0;;;270.0;;;18.0;18.0;5;;;;60;40;0.2;10.0;1983;1;0;1;1;;;"tank_C";"['transport']";"Helis";55;0;"Descriptor_Unit_UH1D_RFA";;"Descriptor_OrderAvailability_CH53G_trans_RFA";;;;;;;;;;;;;;36.0;100;100;70;2.0;380
"Descriptor_Unit_Mi_24D_AA_DDR";"Unit_Mi_24D_AA_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;60.14;;297.0;;;18.0;18.0;5;1200;450.0;;80;40;0.26;8.0;1981;0;0;13;13;;;"tank_C";"['appui']";"Helis";125;0;;;"Descriptor_OrderAvailability_Mi_24D_AA_DDR";"WeaponDescriptor_Mi_24D_AA_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24D_s5_AT_DDR";"Unit_Mi_24D_s5_AT_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;145.62;;297.0;;;18.0;18.0;5;1200;450.0;;80;40;0.26;8.0;1981;0;0;13;13;;;"tank_C";"['appui']";"Helis";130;0;;;"Descriptor_OrderAvailability_Mi_24D_s5_AT_DDR";"WeaponDescriptor_Mi_24D_s5_AT_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24D_s8_AT_DDR";"Unit_Mi_24D_s8_AT_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;148.74;;297.0;;;18.0;18.0;5;1200;450.0;;80;40;0.26;8.0;1981;0;0;19;19;;;"tank_B";"['appui']";"Helis";160;0;"Descriptor_Unit_Mi_24D_s5_AT_DDR";;"Descriptor_OrderAvailability_Mi_24D_s8_AT_DDR";"WeaponDescriptor_Mi_24D_s8_AT_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24P_s8_AT2_DDR";"Unit_Mi_24P_s8_AT2_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;96.36;;297.0;;;18.0;18.0;5;1200;450.0;;80;40;0.26;8.0;1981;0;0;25;25;;;"tank_A";"['appui']";"Helis";225;0;"Descriptor_Unit_Mi_24P_s8_AT_DDR";;"Descriptor_OrderAvailability_Mi_24P_s8_AT2_DDR";"WeaponDescriptor_Mi_24P_s8_AT2_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24P_s8_AT_DDR";"Unit_Mi_24P_s8_AT_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;60.36;;297.0;;;18.0;18.0;5;1200;450.0;;80;40;0.26;8.0;1981;0;0;19;19;;;"tank_B";"['appui']";"Helis";170;0;;;"Descriptor_OrderAvailability_Mi_24P_s8_AT_DDR";"WeaponDescriptor_Mi_24P_s8_AT_DDR";;;;;;;;;;;;;45.0;60;80;89;2.5;235
"Descriptor_Unit_Mi_24VP_SOV";"Unit_Mi_24VP_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_2";"ArmorDescriptor_Helico_1";"ArmorDescriptor_Helico_1";10.0;0.0;125.76;;297.0;;;18.0;18.0;5;1200;450.0;;80;40;0.26;8.0;1981;0;0;25;25;;;"tank_A";"['AT']";"Helis";300;0;;;"Descriptor_OrderAvailability_Mi_24VP_SOV";"WeaponDescriptor_Mi_24VP_SOV";;;;;;;;;;;;;45.0;60;80;89;2.5;235
